Z ID,SMILES,RT,ECP
Z427330510,IC=1C=CC(OCC=2C=CC=CN2)=CC1,1.0352,1.0298
Z2756135489,CNC[C@H]1C[C@H](O)C1,0.154,1.3011
Z8781339807,Cl.CC=1C=CC(N)=C(O)C1F,0.4003,1.2607
Z2515207618,Cl.NCC(F)(F)C=1C=CC=C(F)C1,0.6163,1.2849
Z3234879708,CC=1N=CN=C(O)C1F,0.3805,1.1747
Z56876477,[O-][N+](=O)C=1C=CC=C(C1)C(=O)C=C2NC=3C=CC=CC3N2,0.9431,1.2441
Z3013892297,Cl.CCC1NCCN(C)C1=O,0.152,1.105
Z8634786984,Cl.NCCC=1C=C(F)C(Cl)=CC1F,0.6412,1.1506
Z982774006,NC(=O)CC=1C=CC(C#N)=CC1,0.7808,1.3347
Z2181958491,CC(C)(C#N)C=1C=CC(Cl)=NC1,1.1242,1.2965
Z1269136997,COC=1N=C(C=CC1Br)C(=O)O,1.0469,1.3101
Z3153423617,Cl.CC=1C=C(C#N)C=C(C)C1CN,0.7121,1.3602
Z5017433976,Cl.NCC=1C=CC(Br)=C(C#N)C1,0.2194,1.12
Z1269193006,OC(=O)COC=1C=CC=NC1Br,0.868,1.3371
Z2181940936,ClC=1C=CC=C(N1)C=2N=NNN2,0.912,1.361
Z8840886863,CC1=CC=C(C(=O)O)C2=NSC=C12,0.9978,1.2668
Z361885658,NC1=NN=C(O1)C=2C=CC=3OCCOC3C2,0.7165,1.143
Z56930709,CC(C)CCN1C(S)=NC=2SC=3CCCCC3C2C1=O,1.5638,1.264
Z1255385511,CC=1N=CC=C(Br)C1F,1.1166,1.2517
Z274542064,CCCOC=1C=CC(Cl)=CC1N,1.3631,1.3022
Z1269221241,NC=1C=CC(I)=NN1,0.3303,1.0664
Z3481419337,CN1CCC2(CC(O)C2)CC1,0.1693,1.3648
Z1509684547,NC=1C=CC(=CC1)N2CCCCS2(=O)=O,0.7718,1.3605
Z3068920079,Cl.NC=1C=C(Cl)NC(=O)N1,0.1479,1.1351
Z1262679644,NC=1C=CC=2C(CO)=CC(=O)OC2C1,0.6618,1.205
Z2310064712,OC=1C=NC=C(F)C1Br,0.929,1.3384
Z1198177106,CC1=CC=2NC(=CC2S1)C(=O)O,1.031,1.2602
Z725146516,CC(C)(CN)C=1C=CC(OC(F)F)=CC1,0.6634,1.1646
Z220323530,FC=1C=CC(=CC1)C(C#N)N2CCN(CC2)C(=O)CCl,1.1496,1.235
Z238878252,COC(=O)C=1C=C(C=C(C1)C(C)(C)C)C(=O)O,1.1138,1.0925
Z2740083219,Cl.CC1(C)NCCC1C=2C=CC=C(C2)C(F)(F)F,0.8937,1.2171
Z1891776921,Cl.OC1(CC=2C=CC=C(Cl)C2)CCNC1,0.6851,1.2534
Z1255434301,CC=1C=C(Br)C(F)=CN1,0.8896,1.0789
Z1262523528,CC=1C=CC(C(=O)O)=C2CCCCC12,0.9103,0.8994
Z2310722503,Cl.CN1CC(C)(C1)C(=O)O,0.1411,1.3029
Z1209414499,BrC=1C=CC=C2C=CC(=O)NC12,0.9025,1.1604
Z1255361206,COC(=O)C(C)C=1C=CC(N)=CC1,0.6824,1.2818
Z56886369,CCN(CC(=C)C)C(=O)CCl,1.1143,1.3165
Z57161822,OC(=O)C=1C=CC=C(NC(=O)C=2C=CC=CC2)C1,1.1033,1.2979
Z995045916,CC1(NC(=O)NC1=O)C=2C=CC(=CC2)S(=O)(=O)N,0.5363,1.252
Z45636106,CC=1C=CC(=CC1[N+](=O)[O-])S(=O)(=O)NC=2C=CC=C(C2)C(F)(F)F,1.3785,1.2514
Z119989828,CC(C)(C)C=1C=CC(=CC1[N+](=O)[O-])C(=O)O,0.9648,0.9449
Z45614280,COC=1C=CC(=CC1NS(=O)(=O)C=2C=CC(=CC2)C(=O)O)[N+](=O)[O-],1.1317,1.3028
Z57349077,COC=1C=C(C=O)C=C(Br)C1OCC(=O)O,1.0449,1.2796
Z2768168052,OC(=O)CC1=CSC(Br)=C1,0.8102,1.0028
Z2285507749,OC1=NN=C(S)N1C2CC2,0.5394,1.3384
Z1269145157,BrC=1C=CC2=NC=CC(=O)N2C1,0.9096,1.3334
Z8876234552,Cl.Cl.C1CC(CCN1)OC=2C=CNN2,0.2331,1.2802
Z7991083119,COC(=O)C=1C=C(O)C=C(C1)C=2C=CC=CC2,1.3102,1.35
Z4426112688,Cl.NCC1(O)CC2CCCC21,0.2175,1.1257
Z3674621892,OC(=O)C(F)OC=1C=CC(F)=NC1,0.5657,1.0949
Z1269131764,CN1N=C(Br)C=2C=CC=CC12,1.3605,1.3637
Z1269218990,COC(=O)C=1C=CC(I)=C(OC)C1,1.4748,1.3783
Z1205656699,COC1=CN=C(O1)C(=O)O,0.3595,1.3457
Z2327127651,Cl.NC1CN(C1=O)C=2C=CC(Br)=CC2,0.8241,1.3333
Z733374876,CNC(C)CC=1C=C(C)C=C(C)C1,0.9326,1.3274
Z2680906995,CC1=COC(=N1)C=2C=CC=C(C=O)C2,1.1598,1.2985
Z9144591768,CCC=1N=CC(=NC1CC)C(=O)O,0.9735,1.3105
Z3519156704,CNC1(CCOC1)C=2C=CC=CC2,0.2592,1.124
Z1551918024,COC=1C=C(C)C=C(F)C1B(O)O,0.8551,1.1544
Z227266274,CN1C(=O)N(CC(=O)O)C=2C=CC=CC12,0.8397,1.2614
Z9082587090,Cl.Cl.BrC=1C=CC2=NN=C(C3CNC3)N2C1,0.4731,1.3757
Z1198173219,COC=1C=CC=C(CC2CCNC2)C1,0.8561,1.3651
Z2937047339,Cl.Cl.CC1=CNC(CN)=C(C)C1=O,0.1327,1.2145
Z1269167395,CC1=NN(CCN)C(C)=C1I,0.8366,1.3471
Z1269157629,CC=1C=CC=2N=CC=CC2C1Br,1.2013,1.2397
Z56955943,CC=1C=CC=C(C1)N2N=C(CCC2=O)C(=O)O,0.869,1.2171
Z8749831474,Cl.CNCC=1C=C(F)C=C(Br)C1,0.7848,1.3661
Z2375645943,Cl.[O-][N+](=O)C1CCNCC1,0.1369,1.2481
Z2313636268,COC(=O)C1=CC=2C=CC(Br)=C(F)C2S1,1.4503,1.1673
Z85956979,Cl.CC=1C=C(C)N(N1)C2=NN=CN2N,0.5298,1.1544
Z8614109623,COC(=O)C=1N=CSC1C=C,0.8775,1.1361
Z3459542454,Cl.O=C1NC2(CNC2)NC=3C=CC=CC13,0.2388,1.1843
Z1037335534,CSC=1N=C(O)C=C(N1)C(F)(F)F,0.9569,1.1792
Z1216849165,CC(=O)C=1C=NSC1,0.7084,1.3076
Z431535590,CC(C)(C)C1=CSC(CCN)=N1,0.7614,1.3379
Z1269167529,CC(=O)C=1C=C(Cl)C(Cl)=CC1N,1.1076,1.0865
Z1262648320,CC=1C=C(Cl)N=CC1C(=O)N,0.5984,1.1519
Z2740401919,OC1(CCC1)C=2C=NC=C(Br)C2,1.0496,1.3359
Z8948540466,Cl.CNC=1C(N)=CC=C(Cl)C1Cl,1.1624,1.2687
Z8760542432,"CN[C@@H](C)[C@H](C)O |&1:2,4,r|",0.1637,1.3192
Z8904336359,Cl.Cl.BrC=1C=CC(=NC1)N2C[C@@H]3C[C@H]2CN3,0.4803,1.0726
Z823273528,FC=1C=NC=C(C1)C(=O)C2CC2,0.8698,1.1239
Z594271932,Cl.CC(N)(CCC=1C=CC=CC1)C(=O)O,0.7935,1.3681
Z759294492,CC1=NN(C)C=2N=C(C=CC12)C(=O)O,0.9487,1.3714
Z955149870,CCN1C=CC=C(N)C1=O,0.6622,1.3327
Z1681337801,FC(F)(F)C=1C=C(I)NN1,1.2026,1.338
Z1505699197,CC(C)(C)OC(=O)NCC(N)C=1C=CC=CC1I,0.6816,1.1519
Z1183459329,OCCC1=CC(Br)=CS1,1.1067,1.3134
Z381036656,CN(C)S(=O)(=O)C=1C=CC(O)=CC1,0.9334,1.3379
Z53035948,CC1CCCN(C1)S(=O)(=O)C=2C=CC(=CC2)C(=O)O,0.9701,1.0159
Z3305256029,"CCOC(=O)C=1N=CN2[C@@H](C)C[C@@H](C)NC12 |&1:9,12,r|",0.7664,1.3708
Z425364514,CC(C)(C)N1N=C(C=C1C2CC2)C(=O)O,0.8677,0.9942
Z1753456595,CN1C=C2CCC(CC2=N1)C(=O)O,0.7871,1.3166
Z424796986,COCCOC=1C=CC(=CC1N)S(=O)(=O)C,0.8448,1.3225
Z1198304686,NC=1C=C(F)C=CC1C#C,1.2012,1.3694
Z8928625132,Cl.NCC1=NC=2C=C(C=CC2N1)[N+](=O)[O-],0.5297,1.3129
Z1269217067,CC(C)C=1C=CC(N)=C(Br)C1,1.1692,1.0743
Z1269218533,FC(F)(F)C=1C=CC=2CNCCC2C1,0.7144,1.3296
Z1041130876,CN1N=CN=C1C=2C=CC=C(C2)C(=O)O,0.8648,1.3221
Z57197607,CCN1C=2C=CC=CC2C=3C=C(C=O)C=CC13,1.1234,0.9728
Z1696824095,Cl.C[C@H](N)C=1C=CC(=CC1)S(=O)(=O)C,0.3636,1.3547
Z976801054,CN1CCCC(CCO)C1,0.1331,1.1421
Z1255401469,COC(=O)C=1C=CC(C)=NC1N,0.4741,1.1454
Z53825081,CCS(=O)(=O)NCC=1C=CC(=CC1)C(=O)O,0.9131,1.3765
Z57000520,CSCC1=CC=C(O1)C(=O)O,0.9831,1.3625
Z1188338572,CCSC1=NSC(N)=N1,0.9243,1.3299
Z1486008189,FC=1C=CC=2NC=NC2C1Br,0.5895,1.0411
Z1508916086,OC(=O)CN(CC(=O)O)C=1C=CC=CC1,0.8399,1.3195
Z1255362477,OCCNC=1C=CN=C(Cl)C1,0.1738,1.065
Z3071303314,Cl.Cl.CNC(=O)C=1C=CC(CN)=CN1,0.2282,1.1198
Z2515514290,Cl.C[C@H](N)COC=1C(F)=CC=CC1F,0.5536,1.144
Z1508710066,CC(C)(C)OC(=O)N1CCN(CCC=2C=CC(N)=CC2)CC1,0.3186,1.0832
Z2381576168,Cl.NCC1=NOC=C1C(=O)O,0.1626,1.3268
Z3371599288,CN(C)C=1C=CC=2CCCNCC2C1,0.5927,1.363
Z1198317466,CC1=CC=2C(Cl)=NC=CC2O1,1.0714,1.1643
Z119989776,OC(=O)CCCCCC1=CNC=2C=CC=CC12,1.2889,1.352
Z2751942278,Cl.OC(=O)C=1C=CC=2OCCNC2C1,0.8259,1.2793
Z7911118620,Cl.Cl.C[C@@H](N)C1=CSC(N)=N1,0.119,1.0362
Z8597982495,Cl.CNC(C(=O)OC)C=1C=CC(F)=CC1F,0.6263,1.2417
Z1269231591,OC=1C=C(Br)C=C2NN=CC12,0.7948,1.1677
Z608062736,CS(=O)(=O)CCOC=1C=CC(Cl)=CC1N,0.882,1.1839
Z1198274972,NC=1N=CC(Br)=CC1C#C,0.8631,1.0892
Z2733302637,OC(=O)C1=C(NC=2C=NC=CC12)C(F)(F)F,0.4527,1.1589
Z4356156636,Cl.CC=1C=CC(N)=C(Cl)C1Cl,1.33,1.3022
Z1079126592,COC(=O)C[C@H](NC(=O)OCC1C=2C=CC=CC2C=3C=CC=CC13)C(=O)O,1.3551,1.3645
Z2587523834,OC=1C=C(F)C(=CC1Cl)[N+](=O)[O-],1.1622,1.3411
Z359383736,CN(C(=O)C=1C=CC(Cl)=CC1)C=2C=CC(N)=CC2,1.0073,1.2471
Z234897495,CC(C)C=1C=CC(SC(C(=O)O)C=2C=CC=CC2)=CC1,1.5306,1.3399
Z2471262545,CC=1C=C(C)C=2OCC(=O)NC2C1,1.1221,1.2471
Z8710124211,Cl.NC(=O)C=1C=CC=2NC=C(C3CCNCC3)C2C1,0.6038,1.3124
Z8928339029,Cl.CC=1C=NC=C(CCl)C1Cl,1.1213,1.284
Z2694505766,CC=1C=NC=C(Br)C1O,0.4062,1.1505
Z2697229110,FS(=O)(=O)C1=NC=2C=CC=CC2N1,1.0125,1.2595
Z7991058843,CC1=NN(C)C=2C(Cl)=NC(CCl)=NC12,1.0211,1.117
Z8770785348,Cl.Cl.CS(=N)(=O)CCC1CCNCC1,0.1531,1.3319
Z1681365106,COC=1C=C(C=NN1)C(=O)O,0.5097,1.3049
Z56886542,OC(=O)C1=NN(C(=O)CC1)C=2C=CC=CC2,0.7467,1.2148
Z196120510,OC1CCCN(C1)C=2C=CC(C#N)=CC2,0.9493,1.1626
Z57982192,ClCC1=NC=2C=C(SC2C(=O)N1)C=3C=CC(Cl)=CC3,1.2799,1.2492
Z732776022,CC=1C=CC(=CC1N)C=2C=CC=NC2,0.751,1.3705
Z1255500245,OC=1C(F)=CC=NC1F,0.6448,1.3038
Z3243456876,COC=1C=CC(F)=C2CCCNC12,1.2851,1.361
Z57101183,CN1N=CC=2C(N)=NC=NC12,0.2554,1.2525
Z979749388,CNC1(CCC1)C(=O)O,0.1775,1.3072
Z1013697266,CC=1C=C(CN)N=C(N1)C2CC2,0.4794,1.2977
Z7991188489,Cl.CCOC(=O)C=1C=CC(=CC1)C(=O)CN,0.6619,1.2871
Z2732757659,CS(=O)(=O)C=1N=CC=C(N1)C2CC2,0.8048,1.2732
Z9071241405,CN1N=CC=C1C=2OC(Cl)=NC2Br,1.1996,1.2841
Z8962407540,Cl.Cl.NC1CCCNC21CC2,0.1303,1.2959
Z3325060722,Cl.NC1(CCC1)C2=NNC(=N2)C3=CC=CS3,0.5497,1.1525
Z8271668374,CC(C)(O)C=1C=NC=C(N1)C(=O)O,0.678,1.2979
Z8985397363,Cl.NCC1CC2(CCCO2)CO1,0.1312,0.954
Z1255422601,OC(=O)C=1C=NC=2NC(=O)COC2C1,0.5193,1.086
Z44303499,CC1=CC(C=C(C#N)C(=O)O)=C(C)N1C=2C=CC(C)=CC2,1.4003,1.3192
Z1169098979,COC(=O)C1=CC=C(N1)C=2C=CC=CC2,1.2273,1.2312
Z1198161689,COC(=O)C#CC=1C=CC=CC1Cl,1.1639,1.0809
Z1198181974,CC=1N=C(N)C=NC1Br,0.6994,1.5132
Z235362715,CC(C)(C)NC(=O)C=1C=CC(N)=CC1,0.9978,1.3661
Z8840888783,Cl.Cl.CNCC=1C(F)=CN=CC1Cl,0.1547,1.0509
Z1198637102,OC(=O)C1(CC1(F)F)C=2C=CC=CC2,0.9715,1.1507
Z5372182883,Cl.CC=1C=CC(Br)=C2CNCCC12,0.8122,1.2733
Z2650570516,CN1N=CC(CNC(=O)OC(C)(C)C)=C1N,0.7986,1.2788
Z1821325250,NC=1N=CC=NC1OC2CCC2,0.9053,1.3351
Z9156823763,Cl.NCCC(F)(F)C=1C=CC(Br)=CC1,0.6913,1.1094
Z838908902,CCOC(=O)C=1N=COC1C2CC2,1.0902,1.3039
Z1262398536,CN1C(=O)CC(N)C1=O.OC(=O)C(F)(F)F,0.1142,1.217
Z1198312390,NC=1C=CC(Cl)=NC1C#C,0.6989,1.0824
Z1201619214,CC=1C=C(C)C(N)=CC1N,0.3107,1.1831
Z138107358,CNCC1=NC=CN1C,0.1222,1.2562
Z228581550,CC1=NN(C=C1C(=O)O)C=2C=CC=CC2,0.9827,1.125
Z2568771220,COC(=O)C=1C=NC(N)=C2C=CC=CC12,0.7674,1.3152
Z9186215231,Cl.Cl.O=C1CCNCCN1C=2C=NNC2,0.1312,1.3204
Z1486018809,NC=1C=CC=2C=C(Br)C=NC2C1,0.6336,1.1427
Z2751942710,Cl.NC1(CC1)C=2C=CC(Cl)=CC2F,0.594,1.1049
Z1269166813,FC=1C=CC=2C(Br)=NC=CC2C1,1.3759,1.3398
Z3177838361,[Li+].[O-]C(=O)CN1N=C2CCCCC2=N1,0.6389,1.0502
Z4969389997,CC(C)(C)OC(=O)NCCC1=CN=C(N)N1,0.7838,1.2935
Z3003536072,OC(=O)C1=CC(C#N)=C2CCCCN12,1.0267,1.3174
Z1198277074,CNC=1N=CC(Cl)=CN1,0.9464,1.3488
Z4077968583,Cl.CC(C)C1=CC(N)=NN1C(C)(C)C,0.8932,1.2946
Z2901974206,Cl.CC=1C=CC(CN)=C(C)C1Br,0.9273,1.3472
Z3052096317,Cl.OC(=O)C=1C=CC=2CCCCC2N1,0.4101,1.0122
Z8648960217,CC=1C=NC(Cl)=C(I)C1N,0.9331,1.2668
Z5410122177,CC1(C)OB(OC1(C)C)C=2C=CC(=CC2)C3(O)CCNC3,0.8275,1.2194
Z8515380578,"C[C@@]12CNC[C@H]2C(=O)NC1 |&1:1,5,r|",0.1419,1.1541
Z1416195057,COC=1C=CC(=CC1Br)C2(CN)CC2,0.9025,1.3219
Z1269638442,Cl.NCC=1C=CC(Br)=CC1OC=2C=CC=CC2,0.9267,1.2136
Z4655824632,Cl.CCC(F)(F)CCN,0.1761,1.0971
Z1508939730,CC=1C=CC(=CC1)C2=NOC=C2C(=O)O,0.9881,1.1572
Z821176086,COC=1C=C(F)C=CC1N2CCNCC2,0.7281,1.2719
Z3241683240,OC(=O)C=1C=CC=2C=CC=C(C2N1)C(F)(F)F,1.1183,1.1984
Z3490555917,Cl.Cl.NC1CN2CCC1C2,0.1159,1.1204
Z1551928544,CC=1C=NC(C#C)=C(N)C1,0.3333,1.2534
Z1201618079,CC=1C(C)=C(C)C(CC#N)=C(C)C1C,1.4801,1.3165
Z1792613643,CC1(CC(=NO1)C2CC2)C(=O)O,0.6226,1.151
Z285162824,NC=1C=CC=C(CN2CCC(O)CC2)C1,0.2103,1.3303
Z3243083892,CC=1N=C(O)N(N1)C2CCNCC2,0.1835,1.3411
Z55148902,CC=1C=C(N)N(N1)C=2C=CC=C(Cl)C2,0.9081,1.2912
Z3267892931,"Cl.Cl.C[C@@H]1[C@@H](N)CC2(CCC2)CN1CC=3C=CC=CC3 |&1:3,4,r|",0.7083,1.314
Z3398385085,[K+].CC(C)(C(F)F)C1=NC(=NO1)C(=O)[O-],0.7903,1.1818
Z2733434400,OC(=O)C1=CC=2C=NC=C(Br)C2O1,0.4203,0.9621
Z2732532304,NCC1=COC=C1Br,0.2761,1.3709
Z3243551167,CC=1C=NC2=C(C=NN2C1)S(=O)(=O)Cl,1.0633,1.3026
Z2310701800,Cl.CC1=CC=C(S1)C2CCNC2,0.6052,1.1576
Z8845525028,Cl.COC1CNCC21CCC2,0.2619,1.2697
Z2867580383,Cl.Cl.CN1CCC(N)C1(C)C,0.1089,1.0769
Z3489696413,OC=1C=C(C=CN1)S(=O)(=O)F,0.8221,1.3739
Z1474026680,Cl.NCCC=1C=C(Cl)C=CC1Br,0.8995,1.3661
Z4075543714,Cl.Cl.ClC=1C=CC(=CC1)C2=CSC(=N2)C3CCNCC3,0.8409,1.0862
Z420845868,CC1=NN2C(=O)C(CCC(=O)O)=C(C)N=C2N1,0.7126,1.2471
Z2313096310,ClC=1N=C2NCCNC2=CC1Br,0.6242,1.0215
Z1216822711,NCC1CCCC=2C=CC=NC12,0.2321,1.2435
Z3300729907,CS(=O)(=O)C1=NC=C(Br)O1,0.8066,1.3093
Z3333750950,"CN1CC[C@@H]2CCNC[C@@H]21 |&1:4,9,r|",0.1313,1.3497
Z1536943073,Cl.ClC=1C=C2OCOC2=CC1NC3CCCCC3,1.3476,1.0475
Z56821911,ClCC(=O)NC=1C=CC=CC1Cl,1.1611,1.2911
Z1222412146,CCN(CC)CCNC(=O)C=1C=CC(N)=C(Cl)C1,0.5499,1.108
Z8961868421,"Cl.Cl.CN(C)[C@@H]1CNC[C@H]1CO |&1:5,9,r|",0.1199,1.3657
Z9030650744,"OC(=O)[C@@H]1C[C@H]1C2=CSC(Cl)=N2 |&1:3,5,r|",1.0854,1.35
Z8889164091,Cl.[N-]=[N+]=NC1COC2(C1)CCNCC2,0.2669,1.0849
Z2935741480,FS(=O)(=O)OC=1C=CC=NC1,1.0767,1.3679
Z9050824647,CC(C)(C)N1C=C2C=CC(=CC2=N1)C(=O)O,0.9487,1.0629
Z1227601602,CC1(C)CCC=2NC(=O)C(=CC2C1)C(=O)O,0.8232,1.0138
Z513807268,CCC(NC)C=1N=CC=CN1,0.1816,1.0429
Z2313096296,ClC=1C(Br)=CN=C2N=CC=NC12,1.0099,1.2853
Z8478039234,Cl.Cl.NCC1=CC=2C=NC=C(Br)C2O1,0.3645,1.1542
Z55848955,NC1=C(NCCC2=CCCCC2)C(=O)NC(=O)N1CC=3C=CC=CC3,1.1056,1.2406
Z3610574142,COC(=O)C=1C=NC=2N=C(N)C=CC2C1,0.7003,1.3152
Z4777204053,Cl.NC(CO)CC1CCCCO1,0.1522,1.108
Z854066780,CC=1C=CN=C(C1)S(=O)(=O)N,0.5623,1.177
Z1263714091,Cl.C1CC(CCN1)C2=NC(=NO2)C=3C=CC=CC3,0.6825,1.1405
Z3334318805,Cl.CC1NC(=O)OC21CNC2,0.1108,1.1968
Z995000584,OC1(CC=2C=CC=C(Br)C2)CC1,1.1314,1.1605
Z8594888062,Cl.COC(=O)C=1C=C(CCC(=O)O)C=CN1,0.7706,1.3139
Z1347274859,ClS(=O)(=O)C=1C=CC=C2OC(=O)NC12,0.891,1.1293
Z1269195458,COC(=O)C=1C=C(Cl)N=C(CCl)C1,1.0505,1.0873
Z3771970226,Cl.CN1N=C(C=2CNCCC2C1=O)C(F)(F)F,0.4365,1.1698
Z55148842,CC=1C=C(N)N(N1)C=2C=CC(C)=CC2,0.776,1.3087
Z8762231782,Cl.Cl.NC=1C=C(C(=O)O)C(N)=CC1C(=O)O,0.1923,1.3273
Z851811396,CCCOC=1C=C(N)C=CN1,0.5724,1.2166
Z166653138,FS(=O)(=O)CCN1C(=O)OC=2C=CC=CC12,1.1119,1.2846
Z1705986234,OC(=O)C=1C=C(ON1)C2=CSC=N2,0.5789,1.1358
Z8866077443,Cl.CC=1C=C(CN)C(F)=CC1F,0.6548,1.2935
Z4775586804,Cl.CC1CCNC1(C)C,0.1279,0.9173
Z1269241209,BrC=1C=NC(=NC1)C2=NC=CO2,0.797,1.2303
Z3016380825,CC(C=1C=CC=CN1)S(=O)(=O)F,1.0052,1.3048
Z9058746332,COC(=O)CN1CC=2C(=CC=CC2N)C1=O,0.7557,1.3203
Z3523631389,CC=1C=CN=C(C1Cl)C(C)(C)C#N,1.1469,1.1543
Z440639924,Cl.NCC1=CC=2C=C(F)C=CC2S1,0.5886,1.1433
Z1269186281,OC=1C=C(Br)C=NC1Br,0.8885,1.1388
Z2751724648,COC(=O)C1(CC1)C=2C=CC=C(C2)C(=O)O,1.1189,1.3276
Z1269196834,COC=1C=C(I)C(O)=CN1,1.0963,1.3605
Z8851009553,CC(C)(C)OC(=O)N1CCOC=2C(C=O)=CC(Br)=CC12,1.5414,1.3737
Z57052889,ClC1=CC=C(CN2CCNCC2)S1,0.6078,1.1399
Z813019768,CC=1C=C(Br)C=C2C(=O)C=3CCCC3NC12,1.1782,1.3321
Z8954898091,Br.CC1=NN=C2SC(N)=NN12,0.2512,1.1343
Z3234880407,Cl.CNC(C)CC(=O)O,0.1382,1.144
Z1269243167,CNC1=NC=CN2C(Br)=CN=C12,0.6381,1.3133
Z2049895962,OC(=O)C1CCCN(C1)C2=CC=C(C=O)O2,0.8875,1.3282
Z2301677358,Cl.CC1(F)CCNC1,0.116,0.9948
Z3409992961,"COC=1C=C(NC(=O)[C@@H]2C[C@H]2C)C(=CC1OC)C(=O)O |&1:8,10,r|",1.2062,1.2893
Z2680082399,IC=1C=CC(=NC1)N2C=NC=N2,1.1771,1.3171
Z1588568204,CCOC(=O)C=1C=CC(N)=C(Br)N1,0.837,1.141
Z5590161347,Cl.CC1=CN2C=CC=C(C)C2=N1,0.5655,1.2637
Z1416166971,CN1CCCC(C)(N)C1,0.1159,1.3093
Z8653091910,Cl.CC=1N=C(CN)C=CC1F,0.3661,1.2969
Z8795026994,Cl.CS(=N)(=O)C1CCC1,0.2323,1.2503
Z1269162595,OC(=O)CC=1C(F)=CC(Cl)=CC1F,1.1311,1.2878
Z57384787,NCCNC=1C=CC(=CC1[N+](=O)[O-])C(F)(F)F,0.8483,1.2366
Z1509489226,CC=1C(Cl)=CC=C2C=C(C=NC12)C(=O)O,1.2629,1.3036
Z2311004844,COC=1C=CC(F)=C(F)C1S(=O)(=O)N,0.8553,1.3234
Z756099094,CC=1C=C(N)C=CC1C=2C=CN=CC2,0.4831,1.1769
Z1037338336,FC=1C=CC(=CC1)C(=O)C2CCOCC2,1.0974,1.2164
Z1269156593,NC(=S)C1=CSC=C1Br,0.8056,1.1706
Z5717792558,Cl.C[C@@H](CC1CCNCC1)C(=O)O,0.2046,1.0625
Z68195082,OC=1C=CC=CC1NC(=O)COC=2C=CC=CC2,1.2031,1.3023
Z56869406,COC=1C=CC(=CC1)C2=NN=C(S)N2C=3C=CC=CC3,1.1331,1.2441
Z1813137373,OC(=O)C=1C=C(O)C=2OCCOC2C1,0.823,1.3357
Z9102858179,Cl.COC=1N=C(C)C(Cl)=C(C)C1CN,0.8497,1.271
Z1509154773,CC=1NC=2C=CC(O)=CC2C1C,1.0233,1.3291
Z381061536,Cl.NS(=O)(=O)C1CCCNC1,0.1127,1.2259
Z8721916385,CC(C)(C)OC(=O)NC(C)(C)C=1N=CC(N)=CN1,0.9961,1.3259
Z8802629118,Cl.Cl.C[C@H]1CNCCN1C=2C=CC=C(C)C2,0.6659,1.0989
Z9222658743,Cl.CC#CCN1N=CN=C1CN,0.217,1.3191
Z8810389056,Cl.CNCC=1C=C(Br)C(O)=C(Br)C1,0.5118,1.1194
Z1262575581,NC=1C=CC(=CC1)C2=CC=CN2,0.659,1.2637
Z8943820442,CC1(C)COC(C)(CO)CN1,0.2245,1.2931
Z1251355006,OC(=O)C1=CN(CC=C)N=N1,0.4512,1.1109
Z1198163140,OC(=O)C=1C=CC=C2OCCCOC12,0.8341,1.1626
Z9028719094,[Li+].CCC1=NC(=C(S1)C(=O)[O-])C(F)(F)F,0.8881,1.1774
Z7724490579,CC1=NSC(O)=C1Br,0.6136,1.1994
Z385472506,COC=1C=CC=2NC=C(CC(=O)O)C2C1,0.8092,1.1261
Z1262632936,COC=1C=C(N)C(Cl)=CC1F,1.1166,1.2802
Z8990668273,Cl.CC(C)C=1C=C(C)C=CC1N,0.9776,1.361
Z1255451667,O=C1C=CC=2NN=CC2N1,0.3631,1.3469
Z3326027419,COC=1C=C(OC(F)(F)F)C(=CC1C=O)C(=O)O,0.8598,1.0203
Z2526112847,Cl.Cl.NCC1=CSC(CC=2C=CC(Cl)=CC2)=N1,0.7402,1.1351
Z1203733327,CNC[C@H](C)O,0.1467,1.3572
Z2941198538,COC(=O)C=1C=C(C)C(C(=O)OC)=C(F)C1,1.3472,1.335
Z7106533853,Cl.NCC1=CC=C(I)O1,0.4349,1.3334
Z1255463362,N#CC=1C=CN=C(C1)C=2C=CN=CC2,0.7497,1.3299
Z8661439134,Cl.Cl.OC(=O)C(C1CC1)N2CCNCC2,0.1436,1.1413
Z3301165882,Cl.COC(=O)C=1C=CC=C(C1)C=2C=CC=CC2CN,0.6402,1.0641
Z1262688069,Cl.CSC[C@@H](O)CN,0.1625,1.1427
Z1183446166,CN1N=CC=C1CCN,0.1507,1.2145
Z816000430,OC(=O)CC=1C=CC=C(OCC=2C=CC=C(Cl)C2)C1,1.3365,1.2772
Z1255429862,OC(=O)C=1C=C2NN=CC2=CC1Cl,0.673,1.1128
Z3775816422,NNC=1N=C(F)C=CC1Br,0.6277,1.3651
Z1192340745,CC(=O)N1CC=2C=CC(=CC2C1)S(=O)(=O)Cl,0.7534,0.9173
Z5944705461,CC1(C)NCCOC21COC2,0.1669,1.1035
Z2723986196,NC1=NN(C=C1Cl)C2CCCCO2,0.8215,1.1632
Z1255437096,CCC=1C=CC(=CC1)C(C)(C)CN,0.9554,1.2925
Z9102426553,Cl.CC(CN)C=1SC=CC1C,0.7875,1.3632
Z1197931458,NS(=O)(=O)C1=CNC=N1,0.1549,1.2534
Z1198180698,CC=1C=C2SC(N)=NC2=CC1F,0.975,1.3282
